word,x1,x2,x3,x4,x5,score,uni_len
joule,446,3069,990,1295,2679,8479,5
kathy,789,4103,1048,423,2116,8479,5
tegan,1264,2863,616,2214,1522,8479,5
brews,1555,1543,1421,192,3767,8478,5
festa,847,2863,1021,1385,2362,8478,5
gawsy,965,4103,349,945,2116,8478,5
metry,1225,2863,1048,1225,2116,8477,5
piute,1184,2239,990,1385,2679,8477,5
scale,2206,338,1959,1295,2679,8477,5
bepat,1555,2863,560,2214,1284,8476,5
liven,1046,2239,417,3252,1522,8476,5
melba,1225,2863,1603,423,2362,8476,5
bucks,1555,1824,701,628,3767,8475,5
curve,1512,1824,2201,259,2679,8475,5
gitel,965,2239,1048,3252,971,8475,5
hesta,844,2863,1021,1385,2362,8475,5
spale,2206,336,1959,1295,2679,8475,5
splay,2206,336,1603,2214,2116,8475,5
autre,1698,1824,1048,1225,2679,8474,5
cadiz,1512,4103,774,1963,122,8474,5
ornie,532,1543,1757,1963,2679,8474,5
sambo,2206,4103,885,423,857,8474,5
yeuks,225,2863,990,628,3767,8473,5
orvas,532,1543,417,2214,3767,8473,5
quads,93,1824,1959,829,3767,8472,5
stare,2206,403,1959,1225,2679,8472,5
dachy,1128,4103,701,423,2116,8471,5
dregs,1128,1543,1421,612,3767,8471,5
nizey,647,2239,217,3252,2116,8471,5
pinge,1184,2239,1757,612,2679,8471,5
wafty,596,4103,271,1385,2116,8471,5
fator,847,4103,1048,1282,1190,8470,5
grips,965,1543,1668,526,3767,8469,5
laing,1046,4103,1668,1391,261,8469,5
chane,1512,927,1959,1391,2679,8468,5
pyins,1184,458,1668,1391,3767,8468,5
logan,1046,3069,616,2214,1522,8467,5
lurex,1046,1824,2201,3252,144,8467,5
mahon,1225,4103,334,1282,1522,8466,5
catso,1512,4103,1048,945,857,8465,5
liken,1046,2239,406,3252,1522,8465,5
prine,1184,1543,1668,1391,2679,8465,5
rocta,948,3069,701,1385,2362,8465,5
foldy,847,3069,1603,829,2116,8464,5
gorst,965,3069,2201,945,1284,8464,5
bornu,1555,3069,2201,1391,247,8463,5
deion,1128,2863,1668,1282,1522,8463,5
dicks,1128,2239,701,628,3767,8463,5
limps,1046,2239,885,526,3767,8463,5
shore,2206,927,1426,1225,2679,8463,5
anous,1698,671,1426,899,3767,8461,5
somni,2206,3069,885,1391,910,8461,5
swane,2206,226,1959,1391,2679,8461,5
becry,1555,2863,701,1225,2116,8460,5
taich,1264,4103,1668,770,654,8459,5
novia,647,3069,417,1963,2362,8458,5
timne,1264,2239,885,1391,2679,8458,5
aigre,1698,2239,616,1225,2679,8457,5
botha,1555,3069,1048,423,2362,8457,5
rozel,948,3069,217,3252,971,8457,5
norby,647,3069,2201,423,2116,8456,5
deric,1128,2863,2201,1963,300,8455,5
mizen,1225,2239,217,3252,1522,8455,5
boyce,1555,3069,381,770,2679,8454,5
henka,844,2863,1757,628,2362,8454,5
loxed,1046,3069,170,3252,917,8454,5
pelon,1184,2863,1603,1282,1522,8454,5
cindy,1512,2239,1757,829,2116,8453,5
ficus,847,2239,701,899,3767,8453,5
mauri,1225,4103,990,1225,910,8453,5
skier,2206,137,1668,3252,1190,8453,5
davon,1128,4103,417,1282,1522,8452,5
dymas,1128,458,885,2214,3767,8452,5
rinde,948,2239,1757,829,2679,8452,5
divus,1128,2239,417,899,3767,8450,5
acers,1698,338,1421,1225,3767,8449,5
wotan,596,3069,1048,2214,1522,8449,5
dobra,1128,3069,664,1225,2362,8448,5
gisel,965,2239,1021,3252,971,8448,5
apers,1698,336,1421,1225,3767,8447,5
herby,844,2863,2201,423,2116,8447,5
laund,1046,4103,990,1391,917,8447,5
mosca,1225,3069,1021,770,2362,8447,5
peban,1184,2863,664,2214,1522,8447,5
pogue,1184,3069,616,899,2679,8447,5
kelda,789,2863,1603,829,2362,8446,5
loury,1046,3069,990,1225,2116,8446,5
stied,2206,403,1668,3252,917,8446,5
baulk,1555,4103,990,1295,502,8445,5
cemal,1512,2863,885,2214,971,8445,5
noisy,647,3069,1668,945,2116,8445,5
cogit,1512,3069,616,1963,1284,8444,5
sinto,2206,2239,1757,1385,857,8444,5
abets,1698,172,1421,1385,3767,8443,5
celik,1512,2863,1603,1963,502,8443,5
cline,1512,1193,1668,1391,2679,8443,5
detar,1128,2863,1048,2214,1190,8443,5
cuber,1512,1824,664,3252,1190,8442,5
vaudy,404,4103,990,829,2116,8442,5
veiny,404,2863,1668,1391,2116,8442,5
crows,1512,1543,1426,192,3767,8440,5
jakin,446,4103,406,1963,1522,8440,5
megan,1225,2863,616,2214,1522,8440,5
alden,1698,1193,774,3252,1522,8439,5
talmo,1264,4103,1603,612,857,8439,5
begar,1555,2863,616,2214,1190,8438,5
benic,1555,2863,1757,1963,300,8438,5
maltz,1225,4103,1603,1385,122,8438,5
sikra,2206,2239,406,1225,2362,8438,5
clite,1512,1193,1668,1385,2679,8437,5
frigs,847,1543,1668,612,3767,8437,5
gulfs,965,1824,1603,278,3767,8437,5
chays,1512,927,1959,271,3767,8436,5
kudos,789,1824,774,1282,3767,8436,5
crews,1512,1543,1421,192,3767,8435,5
dansk,1128,4103,1757,945,502,8435,5
mural,1225,1824,2201,2214,971,8435,5
woibe,596,3069,1668,423,2679,8435,5
bemad,1555,2863,885,2214,917,8434,5
fabio,847,4103,664,1963,857,8434,5
goban,965,3069,664,2214,1522,8434,5
khios,789,927,1668,1282,3767,8433,5
ponja,1184,3069,1757,61,2362,8433,5
saqib,2206,4103,32,1963,129,8433,5
spiel,2206,336,1668,3252,971,8433,5
reman,948,2863,885,2214,1522,8432,5
gilse,965,2239,1603,945,2679,8431,5
guile,965,1824,1668,1295,2679,8431,5
rumen,948,1824,885,3252,1522,8431,5
zerda,176,2863,2201,829,2362,8431,5
dotal,1128,3069,1048,2214,971,8430,5
ohley,532,927,1603,3252,2116,8430,5
pilar,1184,2239,1603,2214,1190,8430,5
rowte,948,3069,349,1385,2679,8430,5
paulo,1184,4103,990,1295,857,8429,5
decan,1128,2863,701,2214,1522,8428,5
langi,1046,4103,1757,612,910,8428,5
moyna,1225,3069,381,1391,2362,8428,5
palki,1184,4103,1603,628,910,8428,5
boche,1555,3069,701,423,2679,8427,5
centi,1512,2863,1757,1385,910,8427,5
byers,1555,458,1421,1225,3767,8426,5
karbi,789,4103,2201,423,910,8426,5
ahems,1698,927,1421,612,3767,8425,5
befan,1555,2863,271,2214,1522,8425,5
xyris,36,458,2201,1963,3767,8425,5
clops,1512,1193,1426,526,3767,8424,5
lweis,1046,226,1421,1963,3767,8423,5
podex,1184,3069,774,3252,144,8423,5
somic,2206,3069,885,1963,300,8423,5
junks,446,1824,1757,628,3767,8422,5
agons,1698,139,1426,1391,3767,8421,5
mawky,1225,4103,349,628,2116,8421,5
cornu,1512,3069,2201,1391,247,8420,5
binah,1555,2239,1757,2214,654,8419,5
firca,847,2239,2201,770,2362,8419,5
taipo,1264,4103,1668,526,857,8418,5
towan,1264,3069,349,2214,1522,8418,5
diose,1128,2239,1426,945,2679,8417,5
moshe,1225,3069,1021,423,2679,8417,5
beath,1555,2863,1959,1385,654,8416,5
fiore,847,2239,1426,1225,2679,8416,5
mitre,1225,2239,1048,1225,2679,8416,5
canzo,1512,4103,1757,186,857,8415,5
dinge,1128,2239,1757,612,2679,8415,5
donau,1128,3069,1757,2214,247,8415,5
tumer,1264,1824,885,3252,1190,8415,5
honky,844,3069,1757,628,2116,8414,5
frate,847,1543,1959,1385,2679,8413,5
hearn,844,2863,1959,1225,1522,8413,5
lantz,1046,4103,1757,1385,122,8413,5
awols,1698,226,1426,1295,3767,8412,5
fendy,847,2863,1757,829,2116,8412,5
minda,1225,2239,1757,829,2362,8412,5
knars,789,671,1959,1225,3767,8411,5
boyar,1555,3069,381,2214,1190,8409,5
dhaks,1128,927,1959,628,3767,8409,5
hendy,844,2863,1757,829,2116,8409,5
mirky,1225,2239,2201,628,2116,8409,5
monax,1225,3069,1757,2214,144,8409,5
debna,1128,2863,664,1391,2362,8408,5
mixen,1225,2239,170,3252,1522,8408,5
fouty,847,3069,990,1385,2116,8407,5
leahy,1046,2863,1959,423,2116,8407,5
scare,2206,338,1959,1225,2679,8407,5
sourd,2206,3069,990,1225,917,8407,5
wenda,596,2863,1757,829,2362,8407,5
acred,1698,338,2201,3252,917,8406,5
plane,1184,1193,1959,1391,2679,8406,5
posca,1184,3069,1021,770,2362,8406,5
zonar,176,3069,1757,2214,1190,8406,5
genio,965,2863,1757,1963,857,8405,5
spare,2206,336,1959,1225,2679,8405,5
urien,420,1543,1668,3252,1522,8405,5
lexia,1046,2863,170,1963,2362,8404,5
avens,1698,126,1421,1391,3767,8403,5
caulk,1512,4103,990,1295,502,8402,5
butle,1555,1824,1048,1295,2679,8401,5
gurly,965,1824,2201,1295,2116,8401,5
iover,473,3069,417,3252,1190,8401,5
romeu,948,3069,885,3252,247,8401,5
chips,1512,927,1668,526,3767,8400,5
cohin,1512,3069,334,1963,1522,8400,5
dogra,1128,3069,616,1225,2362,8400,5
mauro,1225,4103,990,1225,857,8400,5
plate,1184,1193,1959,1385,2679,8400,5
purda,1184,1824,2201,829,2362,8400,5
plods,1184,1193,1426,829,3767,8399,5
shake,2206,927,1959,628,2679,8399,5
fluey,847,1193,990,3252,2116,8398,5
gerim,965,2863,2201,1963,406,8398,5
hadnt,844,4103,774,1391,1284,8396,5
wonga,596,3069,1757,612,2362,8396,5
given,965,2239,417,3252,1522,8395,5
noway,647,3069,349,2214,2116,8395,5
pokan,1184,3069,406,2214,1522,8395,5
wasnt,596,4103,1021,1391,1284,8395,5
hacky,844,4103,701,628,2116,8392,5
kerby,789,2863,2201,423,2116,8392,5
dogue,1128,3069,616,899,2679,8391,5
liber,1046,2239,664,3252,1190,8391,5
sudra,2206,1824,774,1225,2362,8391,5
wraps,596,1543,1959,526,3767,8391,5
brise,1555,1543,1668,945,2679,8390,5
drops,1128,1543,1426,526,3767,8390,5
yocks,225,3069,701,628,3767,8390,5
jerid,446,2863,2201,1963,917,8390,5
secam,2206,2863,701,2214,406,8390,5
bosky,1555,3069,1021,628,2116,8389,5
goyle,965,3069,381,1295,2679,8389,5
torsi,1264,3069,2201,945,910,8389,5
ladik,1046,4103,774,1963,502,8388,5
shira,2206,927,1668,1225,2362,8388,5
strue,2206,403,2201,899,2679,8388,5
alone,1698,1193,1426,1391,2679,8387,5
benld,1555,2863,1757,1295,917,8387,5
frays,847,1543,1959,271,3767,8387,5
citra,1512,2239,1048,1225,2362,8386,5
rmats,948,327,1959,1385,3767,8386,5
servo,2206,2863,2201,259,857,8386,5
bowly,1555,3069,349,1295,2116,8384,5
maynt,1225,4103,381,1391,1284,8384,5
tousy,1264,3069,990,945,2116,8384,5
coign,1512,3069,1668,612,1522,8383,5
shame,2206,927,1959,612,2679,8383,5
widen,596,2239,774,3252,1522,8383,5
gimps,965,2239,885,526,3767,8382,5
sugan,2206,1824,616,2214,1522,8382,5
alter,1698,1193,1048,3252,1190,8381,5
licks,1046,2239,701,628,3767,8381,5
mirak,1225,2239,2201,2214,502,8381,5
peavy,1184,2863,1959,259,2116,8381,5
pawky,1184,4103,349,628,2116,8380,5
zoril,176,3069,2201,1963,971,8380,5
arneb,1698,1543,1757,3252,129,8379,5
iache,473,4103,701,423,2679,8379,5
spied,2206,336,1668,3252,917,8379,5
flags,847,1193,1959,612,3767,8378,5
flams,847,1193,1959,612,3767,8378,5
ioxus,473,3069,170,899,3767,8378,5
riven,948,2239,417,3252,1522,8378,5
sulky,2206,1824,1603,628,2116,8377,5
niter,647,2239,1048,3252,1190,8376,5
lango,1046,4103,1757,612,857,8375,5
cento,1512,2863,1757,1385,857,8374,5
jason,446,4103,1021,1282,1522,8374,5
plays,1184,1193,1959,271,3767,8374,5
sophy,2206,3069,560,423,2116,8374,5
suint,2206,1824,1668,1391,1284,8373,5
hotly,844,3069,1048,1295,2116,8372,5
bezan,1555,2863,217,2214,1522,8371,5
lyrus,1046,458,2201,899,3767,8371,5
pinda,1184,2239,1757,829,2362,8371,5
taluk,1264,4103,1603,899,502,8371,5
hurty,844,1824,2201,1385,2116,8370,5
lavon,1046,4103,417,1282,1522,8370,5
mesua,1225,2863,1021,899,2362,8370,5
biked,1555,2239,406,3252,917,8369,5
rogan,948,3069,616,2214,1522,8369,5
zebus,176,2863,664,899,3767,8369,5
jamil,446,4103,885,1963,971,8368,5
basom,1555,4103,1021,1282,406,8367,5
kilan,789,2239,1603,2214,1522,8367,5
jabir,446,4103,664,1963,1190,8366,5
skate,2206,137,1959,1385,2679,8366,5
axons,1698,83,1426,1391,3767,8365,5
goury,965,3069,990,1225,2116,8365,5
pinal,1184,2239,1757,2214,971,8365,5
seoul,2206,2863,1426,899,971,8365,5
swale,2206,226,1959,1295,2679,8365,5
brake,1555,1543,1959,628,2679,8364,5
yuhas,225,1824,334,2214,3767,8364,5
kosin,789,3069,1021,1963,1522,8364,5
joker,446,3069,406,3252,1190,8363,5
potsy,1184,3069,1048,945,2116,8362,5
sequa,2206,2863,32,899,2362,8362,5
tiver,1264,2239,417,3252,1190,8362,5
waspy,596,4103,1021,526,2116,8362,5
bourn,1555,3069,990,1225,1522,8361,5
katun,789,4103,1048,899,1522,8361,5
gauzy,965,4103,990,186,2116,8360,5
limbs,1046,2239,885,423,3767,8360,5
luter,1046,1824,1048,3252,1190,8360,5
modge,1225,3069,774,612,2679,8359,5
palmo,1184,4103,1603,612,857,8359,5
caput,1512,4103,560,899,1284,8358,5
dizen,1128,2239,217,3252,1522,8358,5
kearn,789,2863,1959,1225,1522,8358,5
kyats,789,458,1959,1385,3767,8358,5
slime,2206,1193,1668,612,2679,8358,5
tawpy,1264,4103,349,526,2116,8358,5
alefs,1698,1193,1421,278,3767,8357,5
chaws,1512,927,1959,192,3767,8357,5
curio,1512,1824,2201,1963,857,8357,5
vitus,404,2239,1048,899,3767,8357,5
dauri,1128,4103,990,1225,910,8356,5
novel,647,3069,417,3252,971,8356,5
petua,1184,2863,1048,899,2362,8356,5
rotge,948,3069,1048,612,2679,8356,5
tenor,1264,2863,1757,1282,1190,8356,5
verpa,404,2863,2201,526,2362,8356,5
aloys,1698,1193,1426,271,3767,8355,5
kendy,789,2863,1757,829,2116,8354,5
noble,647,3069,664,1295,2679,8354,5
obias,532,172,1668,2214,3767,8353,5
throe,1264,927,2201,1282,2679,8353,5
tonic,1264,3069,1757,1963,300,8353,5
benjy,1555,2863,1757,61,2116,8352,5
duole,1128,1824,1426,1295,2679,8352,5
junia,446,1824,1757,1963,2362,8352,5
penza,1184,2863,1757,186,2362,8352,5
coapt,1512,3069,1959,526,1284,8350,5
mazon,1225,4103,217,1282,1522,8349,5
whins,596,927,1668,1391,3767,8349,5
brage,1555,1543,1959,612,2679,8348,5
brame,1555,1543,1959,612,2679,8348,5
ravid,948,4103,417,1963,917,8348,5
sengi,2206,2863,1757,612,910,8348,5
medin,1225,2863,774,1963,1522,8347,5
raoul,948,4103,1426,899,971,8347,5
stine,2206,403,1668,1391,2679,8347,5
strep,2206,403,2201,3252,285,8347,5
comid,1512,3069,885,1963,917,8346,5
forst,847,3069,2201,945,1284,8346,5
hofei,844,3069,271,3252,910,8346,5
monti,1225,3069,1757,1385,910,8346,5
nexus,647,2863,170,899,3767,8346,5
veily,404,2863,1668,1295,2116,8346,5
mousy,1225,3069,990,945,2116,8345,5
piety,1184,2239,1421,1385,2116,8345,5
cilka,1512,2239,1603,628,2362,8344,5
retin,948,2863,1048,1963,1522,8344,5
horst,844,3069,2201,945,1284,8343,5
liger,1046,2239,616,3252,1190,8343,5
sachi,2206,4103,701,423,910,8343,5
whits,596,927,1668,1385,3767,8343,5
azons,1698,59,1426,1391,3767,8341,5
nikos,647,2239,406,1282,3767,8341,5
taxon,1264,4103,170,1282,1522,8341,5
walth,596,4103,1603,1385,654,8341,5
cunit,1512,1824,1757,1963,1284,8340,5
pohna,1184,3069,334,1391,2362,8340,5
dolby,1128,3069,1603,423,2116,8339,5
limed,1046,2239,885,3252,917,8339,5
dural,1128,1824,2201,2214,971,8338,5
powan,1184,3069,349,2214,1522,8338,5
joram,446,3069,2201,2214,406,8336,5
culex,1512,1824,1603,3252,144,8335,5
karyl,789,4103,2201,271,971,8335,5
calvo,1512,4103,1603,259,857,8334,5
banjo,1555,4103,1757,61,857,8333,5
linge,1046,2239,1757,612,2679,8333,5
luser,1046,1824,1021,3252,1190,8333,5
resty,948,2863,1021,1385,2116,8333,5
bortz,1555,3069,2201,1385,122,8332,5
nerva,647,2863,2201,259,2362,8332,5
aldus,1698,1193,774,899,3767,8331,5
blase,1555,1193,1959,945,2679,8331,5
loiza,1046,3069,1668,186,2362,8331,5
melfa,1225,2863,1603,278,2362,8331,5
aegir,1698,2863,616,1963,1190,8330,5
bouak,1555,3069,990,2214,502,8330,5
chiel,1512,927,1668,3252,971,8330,5
lanch,1046,4103,1757,770,654,8330,5
lifen,1046,2239,271,3252,1522,8330,5
resat,948,2863,1021,2214,1284,8330,5
alben,1698,1193,664,3252,1522,8329,5
arlin,1698,1543,1603,1963,1522,8329,5
heman,844,2863,885,2214,1522,8328,5
merth,1225,2863,2201,1385,654,8328,5
bunda,1555,1824,1757,829,2362,8327,5
copal,1512,3069,560,2214,971,8326,5
lebna,1046,2863,664,1391,2362,8326,5
nidus,647,2239,774,899,3767,8326,5
gerti,965,2863,2201,1385,910,8324,5
warch,596,4103,2201,770,654,8324,5
gomar,965,3069,885,2214,1190,8323,5
sloat,2206,1193,1426,2214,1284,8323,5
forli,847,3069,2201,1295,910,8322,5
crake,1512,1543,1959,628,2679,8321,5
metal,1225,2863,1048,2214,971,8321,5
polik,1184,3069,1603,1963,502,8321,5
redan,948,2863,774,2214,1522,8321,5
sidhe,2206,2239,774,423,2679,8321,5
sprue,2206,336,2201,899,2679,8321,5
tinsy,1264,2239,1757,945,2116,8321,5
bevin,1555,2863,417,1963,1522,8320,5
divet,1128,2239,417,3252,1284,8320,5
heidy,844,2863,1668,829,2116,8320,5
piave,1184,2239,1959,259,2679,8320,5
tombe,1264,3069,885,423,2679,8320,5
jagir,446,4103,616,1963,1190,8318,5
podge,1184,3069,774,612,2679,8318,5
resin,948,2863,1021,1963,1522,8317,5
zamir,176,4103,885,1963,1190,8317,5
kafir,789,4103,271,1963,1190,8316,5
kelsy,789,2863,1603,945,2116,8316,5
twins,1264,226,1668,1391,3767,8316,5
monic,1225,3069,1757,1963,300,8314,5
palch,1184,4103,1603,770,654,8314,5
zorah,176,3069,2201,2214,654,8314,5
hoban,844,3069,664,2214,1522,8313,5
donax,1128,3069,1757,2214,144,8312,5
gimel,965,2239,885,3252,971,8312,5
melva,1225,2863,1603,259,2362,8312,5
renky,948,2863,1757,628,2116,8312,5
shona,2206,927,1426,1391,2362,8312,5
sodic,2206,3069,774,1963,300,8312,5
vogel,404,3069,616,3252,971,8312,5
douai,1128,3069,990,2214,910,8311,5
gelid,965,2863,1603,1963,917,8311,5
capri,1512,4103,560,1225,910,8310,5
giber,965,2239,664,3252,1190,8310,5
huile,844,1824,1668,1295,2679,8310,5
kotar,789,3069,1048,2214,1190,8310,5
loupe,1046,3069,990,526,2679,8310,5
nasby,647,4103,1021,423,2116,8310,5
prase,1184,1543,1959,945,2679,8310,5
vache,404,4103,701,423,2679,8310,5
bumfs,1555,1824,885,278,3767,8309,5
jehus,446,2863,334,899,3767,8309,5
jolda,446,3069,1603,829,2362,8309,5
leban,1046,2863,664,2214,1522,8309,5
leoma,1046,2863,1426,612,2362,8309,5
logue,1046,3069,616,899,2679,8309,5
nakir,647,4103,406,1963,1190,8309,5
shide,2206,927,1668,829,2679,8309,5
gilty,965,2239,1603,1385,2116,8308,5
heapy,844,2863,1959,526,2116,8308,5
luben,1046,1824,664,3252,1522,8308,5
shiny,2206,927,1668,1391,2116,8308,5
aldie,1698,1193,774,1963,2679,8307,5
howfs,844,3069,349,278,3767,8307,5
shena,2206,927,1421,1391,2362,8307,5
basco,1555,4103,1021,770,857,8306,5
jower,446,3069,349,3252,1190,8306,5
latif,1046,4103,1048,1963,145,8305,5
corgi,1512,3069,2201,612,910,8304,5
nelda,647,2863,1603,829,2362,8304,5
pousy,1184,3069,990,945,2116,8304,5
south,2206,3069,990,1385,654,8304,5
cetid,1512,2863,1048,1963,917,8303,5
trone,1264,1543,1426,1391,2679,8303,5
chare,1512,927,1959,1225,2679,8302,5
leroi,1046,2863,2201,1282,910,8302,5
vimen,404,2239,885,3252,1522,8302,5
thier,1264,927,1668,3252,1190,8301,5
acids,1698,338,1668,829,3767,8300,5
arvie,1698,1543,417,1963,2679,8300,5
gluts,965,1193,990,1385,3767,8300,5
hider,844,2239,774,3252,1190,8299,5
beild,1555,2863,1668,1295,917,8298,5
yonit,225,3069,1757,1963,1284,8298,5
mpret,1225,336,2201,3252,1284,8298,5
rouge,948,3069,990,612,2679,8298,5
wiser,596,2239,1021,3252,1190,8298,5
shape,2206,927,1959,526,2679,8297,5
tilda,1264,2239,1603,829,2362,8297,5
dirgy,1128,2239,2201,612,2116,8296,5
nurse,647,1824,2201,945,2679,8296,5
slave,2206,1193,1959,259,2679,8296,5
aylet,1698,458,1603,3252,1284,8295,5
armed,1698,1543,885,3252,917,8295,5
binky,1555,2239,1757,628,2116,8295,5
boxty,1555,3069,170,1385,2116,8295,5
jerba,446,2863,2201,423,2362,8295,5
sware,2206,226,1959,1225,2679,8295,5
mesal,1225,2863,1021,2214,971,8294,5
pylos,1184,458,1603,1282,3767,8294,5
tabic,1264,4103,664,1963,300,8294,5
bakst,1555,4103,406,945,1284,8293,5
godin,965,3069,774,1963,1522,8293,5
gomez,965,3069,885,3252,122,8293,5
kinde,789,2239,1757,829,2679,8293,5
krips,789,1543,1668,526,3767,8293,5
flaps,847,1193,1959,526,3767,8292,5
arose,1698,1543,1426,945,2679,8291,5
yodel,225,3069,774,3252,971,8291,5
gyrus,965,458,2201,899,3767,8290,5
shean,2206,927,1421,2214,1522,8290,5
amids,1698,327,1668,829,3767,8289,5
arkie,1698,1543,406,1963,2679,8289,5
diety,1128,2239,1421,1385,2116,8289,5
haldi,844,4103,1603,829,910,8289,5
khets,789,927,1421,1385,3767,8289,5
clase,1512,1193,1959,945,2679,8288,5
nowel,647,3069,349,3252,971,8288,5
denby,1128,2863,1757,423,2116,8287,5
perth,1184,2863,2201,1385,654,8287,5
ludie,1046,1824,774,1963,2679,8286,5
woman,596,3069,885,2214,1522,8286,5
yowie,225,3069,349,1963,2679,8285,5
labor,1046,4103,664,1282,1190,8285,5
uayeb,420,4103,381,3252,129,8285,5
byrne,1555,458,2201,1391,2679,8284,5
helga,844,2863,1603,612,2362,8284,5
xurel,36,1824,2201,3252,971,8284,5
ariew,1698,1543,1668,3252,122,8283,5
ricks,948,2239,701,628,3767,8283,5
thous,1264,927,1426,899,3767,8283,5
rabot,948,4103,664,1282,1284,8281,5
rugae,948,1824,616,2214,2679,8281,5
subra,2206,1824,664,1225,2362,8281,5
volpe,404,3069,1603,526,2679,8281,5
hurly,844,1824,2201,1295,2116,8280,5
knits,789,671,1668,1385,3767,8280,5
petal,1184,2863,1048,2214,971,8280,5
spine,2206,336,1668,1391,2679,8280,5
bingy,1555,2239,1757,612,2116,8279,5
corpl,1512,3069,2201,526,971,8279,5
latro,1046,4103,1048,1225,857,8279,5
soluk,2206,3069,1603,899,502,8279,5
broek,1555,1543,1426,3252,502,8278,5
nesta,647,2863,1021,1385,2362,8278,5
gerip,965,2863,2201,1963,285,8277,5
kalvn,789,4103,1603,259,1522,8276,5
mulse,1225,1824,1603,945,2679,8276,5
rodin,948,3069,774,1963,1522,8276,5
bluet,1555,1193,990,3252,1284,8274,5
bride,1555,1543,1668,829,2679,8274,5
lauri,1046,4103,990,1225,910,8274,5
luian,1046,1824,1668,2214,1522,8274,5
spite,2206,336,1668,1385,2679,8274,5
trade,1264,1543,1959,829,2679,8274,5
tzars,1264,59,1959,1225,3767,8274,5
velar,404,2863,1603,2214,1190,8274,5
briny,1555,1543,1668,1391,2116,8273,5
bulge,1555,1824,1603,612,2679,8273,5
shlep,2206,927,1603,3252,285,8273,5
sulfa,2206,1824,1603,278,2362,8273,5
bapct,1555,4103,560,770,1284,8272,5
brena,1555,1543,1421,1391,2362,8272,5
slipe,2206,1193,1668,526,2679,8272,5
veron,404,2863,2201,1282,1522,8272,5
cowry,1512,3069,349,1225,2116,8271,5
piker,1184,2239,406,3252,1190,8271,5
troys,1264,1543,1426,271,3767,8271,5
beton,1555,2863,1048,1282,1522,8270,5
pursy,1184,1824,2201,945,2116,8270,5
bakli,1555,4103,406,1295,910,8269,5
cruel,1512,1543,990,3252,971,8268,5
eosin,693,3069,1021,1963,1522,8268,5
hoyle,844,3069,381,1295,2679,8268,5
domal,1128,3069,885,2214,971,8267,5
metad,1225,2863,1048,2214,917,8267,5
mowse,1225,3069,349,945,2679,8267,5
fasti,847,4103,1021,1385,910,8266,5
kiths,789,2239,1048,423,3767,8266,5
muted,1225,1824,1048,3252,917,8266,5
punty,1184,1824,1757,1385,2116,8266,5
treys,1264,1543,1421,271,3767,8266,5
tumps,1264,1824,885,526,3767,8266,5
fiona,847,2239,1426,1391,2362,8265,5
hogan,844,3069,616,2214,1522,8265,5
smite,2206,327,1668,1385,2679,8265,5
axels,1698,83,1421,1295,3767,8264,5
bowge,1555,3069,349,612,2679,8264,5
vower,404,3069,349,3252,1190,8264,5
folky,847,3069,1603,628,2116,8263,5
yerga,225,2863,2201,612,2362,8263,5
turma,1264,1824,2201,612,2362,8263,5
ulnae,420,1193,1757,2214,2679,8263,5
leafy,1046,2863,1959,278,2116,8262,5
moyra,1225,3069,381,1225,2362,8262,5
firma,847,2239,2201,612,2362,8261,5
paxon,1184,4103,170,1282,1522,8261,5
agnus,1698,139,1757,899,3767,8260,5
alums,1698,1193,990,612,3767,8260,5
capiz,1512,4103,560,1963,122,8260,5
absey,1698,172,1021,3252,2116,8259,5
recta,948,2863,701,1385,2362,8259,5
washy,596,4103,1021,423,2116,8259,5
alcus,1698,1193,701,899,3767,8258,5
golva,965,3069,1603,259,2362,8258,5
yodhs,225,3069,774,423,3767,8258,5
koban,789,3069,664,2214,1522,8258,5
milda,1225,2239,1603,829,2362,8258,5
jenda,446,2863,1757,829,2362,8257,5
jovia,446,3069,417,1963,2362,8257,5
burnt,1555,1824,2201,1391,1284,8255,5
foxed,847,3069,170,3252,917,8255,5
quags,93,1824,1959,612,3767,8255,5
sikar,2206,2239,406,2214,1190,8255,5
finly,847,2239,1757,1295,2116,8254,5
jerky,446,2863,2201,628,2116,8254,5
peano,1184,2863,1959,1391,857,8254,5
dorsi,1128,3069,2201,945,910,8253,5
modal,1225,3069,774,2214,971,8253,5
phuts,1184,927,990,1385,3767,8253,5
welda,596,2863,1603,829,2362,8253,5
whils,596,927,1668,1295,3767,8253,5
ganof,965,4103,1757,1282,145,8252,5
guser,965,1824,1021,3252,1190,8252,5
tirza,1264,2239,2201,186,2362,8252,5
stile,2206,403,1668,1295,2679,8251,5
train,1264,1543,1959,1963,1522,8251,5
agers,1698,139,1421,1225,3767,8250,5
rotal,948,3069,1048,2214,971,8250,5
shice,2206,927,1668,770,2679,8250,5
bohme,1555,3069,334,612,2679,8249,5
fairm,847,4103,1668,1225,406,8249,5
ganch,965,4103,1757,770,654,8249,5
ayous,1698,458,1426,899,3767,8248,5
akers,1698,137,1421,1225,3767,8248,5
konya,789,3069,1757,271,2362,8248,5
count,1512,3069,990,1391,1284,8246,5
rauli,948,4103,990,1295,910,8246,5
flics,847,1193,1668,770,3767,8245,5
kited,789,2239,1048,3252,917,8245,5
seitz,2206,2863,1668,1385,122,8244,5
leavy,1046,2863,1959,259,2116,8243,5
scrat,2206,338,2201,2214,1284,8243,5
debra,1128,2863,664,1225,2362,8242,5
